10.0,328,116
-2.5,214,118
0.0,287,51
2.5,285,79
-10.0,316,52
0.0,295,65
-10.0,268,66
7.5,316,31
-2.5,294,88
-22.5,238,30
-17.5,250,36
-17.5,314,28
-95.0,324,20
-2.5,248,23
-25.0,375,40
22.5,365,22
-2.5,203,119
-27.5,310,28
-17.5,215,38
-52.5,325,85
12.5,331,29
-5.0,306,31
-17.5,342,31
-17.5,364,86
-22.5,378,28
-10.0,269,31
-5.0,231,29
-55.0,286,29
-5.0,349,68
-2.5,285,111
-15.0,260,28
0.0,394,105
-67.5,281,21
-17.5,206,30
-15.0,284,99
-17.5,223,30
-7.5,257,113
-12.5,295,32
15.0,260,115
-57.5,342,43
-30.0,293,80
10.0,223,49
-10.0,390,26
-22.5,383,41
-17.5,383,102
-35.0,254,39
-67.5,234,82
-20.0,250,42
-20.0,220,21
-5.0,292,35
42.5,384,31
-30.0,242,29
-2.5,322,34
-35.0,241,27
35.0,399,37
-7.5,225,114
-7.5,218,48
5.0,256,57
0.0,388,36
-20.0,246,25
-20.0,260,25
7.5,386,22
-20.0,357,90
5.0,398,83
-30.0,281,28
-27.5,389,21
-37.5,270,25
0.0,209,55
-7.5,324,51
17.5,206,54
-92.5,255,27
-12.5,252,33
-87.5,260,78
-5.0,266,94
5.0,276,106
20.0,351,52
-22.5,292,47
-5.0,310,110
-10.0,240,20
5.0,314,89
-10.0,275,21
2.5,346,41
-27.5,222,35
7.5,239,101
-15.0,208,115
0.0,330,50
-22.5,232,36
-7.5,215,22
-15.0,303,38
-15.0,307,41
-2.5,220,38
-12.5,359,52
-17.5,295,115
-12.5,231,20
-10.0,246,59
12.5,370,24
-92.5,355,23
-7.5,326,42
-60.0,261,71
-17.5,307,27
-15.0,238,21
-42.5,231,20
15.0,389,29
0.0,261,32
7.5,377,45
-45.0,386,29
-25.0,290,35
10.0,239,40
17.5,241,29
-15.0,230,73
-67.5,270,21
-27.5,265,52
-10.0,324,107
-22.5,391,59
-17.5,256,44
0.0,399,39
-40.0,235,72
20.0,225,37
-20.0,329,23
-10.0,221,111
-27.5,247,25
-7.5,258,55
-15.0,262,74
-27.5,334,73
-37.5,252,20
5.0,362,51
-7.5,382,27
-47.5,218,112
-17.5,290,20
-20.0,284,22
-22.5,207,63
-10.0,370,62
-15.0,329,44
-30.0,269,37
-20.0,389,21
5.0,329,57
-17.5,303,28
-5.0,250,54
2.5,390,26
-15.0,242,109
10.0,234,30
-87.5,325,28
-10.0,344,108
-47.5,328,54
-45.0,243,20
2.5,237,55
-2.5,378,46
5.0,279,100
-10.0,201,65
-32.5,224,34
-30.0,296,41
-5.0,265,30
-17.5,350,59
-37.5,237,43
-25.0,255,37
-20.0,322,20
2.5,348,45
-7.5,374,96
-17.5,368,39
-2.5,232,51
-25.0,259,24
-37.5,238,61
-7.5,288,33
-10.0,385,30
-32.5,360,73
-7.5,214,20
-30.0,275,40
-55.0,305,23
7.5,208,48
-15.0,311,34
-10.0,257,104
-5.0,252,75
-25.0,255,83
-27.5,364,111
-2.5,285,33
-17.5,302,26
5.0,236,59
-22.5,207,22
-30.0,275,36
-10.0,313,102
-30.0,321,27
-15.0,243,41
-17.5,334,22
-27.5,385,21
-10.0,362,89
-67.5,312,22
-10.0,353,76
-7.5,265,31
-7.5,246,21
7.5,254,117
-65.0,225,24
62.5,299,29
12.5,290,112
-17.5,368,55
-10.0,260,20
-2.5,335,85
10.0,310,27
-7.5,269,41
-7.5,273,36
25.0,232,31
25.0,266,71
-2.5,248,64
12.5,215,57
-52.5,371,67
-45.0,218,62
-5.0,341,20
67.5,369,61
32.5,204,91
-7.5,295,33
35.0,244,20
-50.0,322,27
-7.5,257,21
5.0,207,77
-7.5,317,21
5.0,272,61
-20.0,363,39
-10.0,260,66
-15.0,238,76
-97.5,313,30
17.5,230,61
-5.0,232,43
-25.0,294,23
-55.0,228,44
5.0,350,113
-30.0,368,21
-12.5,324,119
-10.0,270,22
-10.0,225,117
2.5,245,25
-40.0,270,47
-37.5,209,25
20.0,333,79
-12.5,330,45
-55.0,263,49
-17.5,203,23
10.0,222,28
45.0,213,57
2.5,215,30
-32.5,243,95
-2.5,345,47
-10.0,303,74
-5.0,216,26
-25.0,343,34
-10.0,226,38
-5.0,397,28
-5.0,365,78
-2.5,233,39
-42.5,333,37
-20.0,210,20
2.5,254,21
20.0,372,41
-7.5,251,37
-10.0,279,20
-7.5,329,67
-47.5,217,26
-30.0,243,26
7.5,379,45
-47.5,350,22
-92.5,260,74
-7.5,294,32
-90.0,262,38
-67.5,274,25
-27.5,320,58
-50.0,256,107
5.0,250,43
-35.0,323,32
-17.5,214,27
-25.0,220,23
-15.0,250,97
-15.0,248,60
-60.0,261,58
-2.5,217,75
-17.5,296,20
-70.0,383,49
-17.5,249,64
-7.5,251,28
-65.0,336,40
-17.5,224,50
20.0,355,26
-15.0,299,74
-10.0,346,66
-42.5,253,24
-7.5,212,35
-62.5,301,66
-12.5,349,20
-15.0,323,66
-5.0,279,63
-25.0,391,31
-2.5,231,102
-27.5,215,20
-55.0,248,62
0.0,239,56
-57.5,378,63
-12.5,233,93
-20.0,290,71
-17.5,255,94
-22.5,271,21
10.0,236,36
5.0,398,34
-62.5,242,29
-92.5,272,21
-5.0,357,22
-60.0,316,21
-25.0,220,20
-15.0,354,94
-20.0,356,68
-32.5,250,51
-20.0,206,24
-7.5,226,36
-25.0,285,27
-7.5,352,24
2.5,212,62
-32.5,309,88
-17.5,310,110
-7.5,362,54
0.0,296,25
-87.5,287,25
5.0,275,76
-90.0,243,30
-17.5,204,29
2.5,286,68
-10.0,318,57
10.0,252,23
-30.0,280,87
-17.5,379,41
5.0,308,28
-20.0,381,87
-2.5,361,81
-5.0,384,98
15.0,253,118
-25.0,251,29
-32.5,233,110
-20.0,251,22
-12.5,211,58
-10.0,305,63
-10.0,231,67
-2.5,307,112
15.0,274,32
5.0,293,28
-85.0,264,89
7.5,248,47
-20.0,269,28
0.0,217,38
-25.0,341,28
-15.0,337,34
-10.0,244,26
10.0,228,32
-7.5,329,103
-37.5,381,36
-2.5,283,21
-27.5,348,25
25.0,219,28
-7.5,386,88
-72.5,362,26
-12.5,212,29
5.0,285,99
-2.5,371,77
5.0,206,28
-7.5,266,36
-12.5,227,59
-12.5,302,66
-15.0,276,23
-55.0,261,117
-5.0,299,116
-22.5,343,28
-20.0,216,60
12.5,312,42
-12.5,372,98
-10.0,230,44
-45.0,271,24
-57.5,240,39
0.0,261,20
-10.0,238,98
-57.5,265,23
-55.0,250,21
-2.5,292,55
-27.5,327,45
7.5,294,67
2.5,339,92
-20.0,269,38
20.0,344,20
17.5,276,96
-7.5,397,53
-7.5,281,21
-50.0,314,39
7.5,285,92
-40.0,256,119
-2.5,399,46
-12.5,214,22
-7.5,359,87
12.5,345,41
-17.5,254,76
-25.0,306,45
-82.5,247,34
-27.5,273,28
-7.5,271,56
7.5,393,29
-12.5,271,39
10.0,231,88
12.5,305,51
-90.0,296,45
-25.0,253,22
0.0,253,25
2.5,318,24
-30.0,278,24
-10.0,291,22
5.0,245,43
-5.0,302,25
-47.5,229,65
-17.5,394,22
-15.0,251,32
-17.5,346,24
25.0,315,63
-12.5,386,24
5.0,254,78
-5.0,226,115
2.5,321,22
-77.5,325,26
-10.0,379,46
-20.0,203,23
0.0,253,32
22.5,232,21
7.5,201,66
15.0,217,77
-5.0,335,110
-25.0,294,30
2.5,220,33
12.5,251,57
20.0,303,99
-7.5,294,26
-17.5,370,89
-45.0,335,33
-40.0,388,22
-7.5,392,45
-17.5,300,41
-22.5,389,42
-62.5,359,25
-15.0,321,36
-10.0,346,91
0.0,310,43
-82.5,376,21
0.0,318,91
2.5,253,65
12.5,287,47
0.0,281,74
-10.0,294,23
2.5,308,111
-37.5,229,21
-72.5,315,26
7.5,273,24
-10.0,221,77
-22.5,259,49
-70.0,268,22
-50.0,205,36
-20.0,291,50
-82.5,318,41
-12.5,231,40
-22.5,251,43
10.0,263,32
-10.0,313,51
-55.0,340,20
-2.5,245,46
0.0,301,37
-10.0,255,96
